Company Name,Industry,Symbol,Series
Dwarikesh Sugar Industries Ltd,Sugar,DWARKESH,EQ
Dynamic Cables Ltd,Cables,DYCL,EQ
Dynamatic Technologies Ltd,Capital Goods-Non Electrical Equipment,DYNAMATECH,EQ
Dynemic Products Ltd,Chemicals,DYNPRO,EQ
E2E Networks Ltd,IT - Software,E2E,EQ
Easy Trip Planners Ltd,E-Commerce/App based Aggregator,EASEMYTRIP,EQ
GNG Electronics Ltd,Trading,EBGNG,EQ
eClerx Services Ltd,IT - Software,ECLERX,EQ
Ecos (India) Mobility & Hospitality Ltd,Miscellaneous,ECOSMOBLTY,EQ
Eicher Motors Ltd,Automobile,EICHERMOT,EQ
EID Parry (India) Ltd,Sugar,EIDPARRY,EQ
Enviro Infra Engineers Ltd,Infrastructure Developers & Operators,EIEL,EQ
Euro India Fresh Foods Ltd,FMCG,EIFFL,EQ
EIH Associated Hotels Ltd,Hotels & Restaurants,EIHAHOTELS,EQ
EIH Ltd,Hotels & Restaurants,EIHOTEL,EQ
Eimco Elecon (India) Ltd,Capital Goods-Non Electrical Equipment,EIMCOELECO,EQ
Everest Kanto Cylinder Ltd,Packaging,EKC,EQ
Elecon Engineering Company Ltd,Capital Goods-Non Electrical Equipment,ELECON,EQ
Electrosteel Castings Ltd,"Castings, Forgings & Fastners",ELECTCAST,EQ
Electrotherm (India) Ltd,Steel,ELECTHERM,EQ
Elgi Equipments Ltd,Capital Goods-Non Electrical Equipment,ELGIEQUIP,EQ
Elgi Rubber Company Ltd,Plantation & Plantation Products,ELGIRUBCO,EQ
Elin Electronics Ltd,Consumer Durables,ELIN,EQ
Ellenbarrie Industrial Gases Ltd,Chemicals,ELLEN,EQ
Emami Ltd,FMCG,EMAMILTD,EQ
Emami Paper Mills Ltd,Paper,EMAMIPAP,EQ
Emami Realty Ltd,Realty,EMAMIREAL,EQ
Embassy Office Parks REIT,Real Estate Investment Trusts,EMBASSY,EQ
Embassy Developments Ltd,Realty,EMBDL,EQ
Emcure Pharmaceuticals Ltd,Pharmaceuticals,EMCURE,EQ
Electronics Mart India Ltd,Retail,EMIL,EQ
Emmbi Industries Ltd,Packaging,EMMBI,EQ
Emmvee Photovoltaic Power Ltd,Capital Goods - Electrical Equipment,EMMVEE,EQ
EMS Ltd,Infrastructure Developers & Operators,EMSLIMITED,EQ
eMudhra Ltd,IT - Software,EMUDHRA,EQ
Endurance Technologies Ltd,Auto Ancillaries,ENDURANCE,EQ
Engineers India Ltd,Infrastructure Developers & Operators,ENGINERSIN,EQ
Siemens Energy India Ltd,Power Generation & Distribution,ENRIN,EQ
Entero Healthcare Solutions Ltd,Pharmaceuticals,ENTERO,EQ
Epack Durable Ltd,Consumer Durables,EPACK,EQ
EPack Prefab Technologies Ltd,Steel,EPACKPEB,EQ
Epigral Ltd,Chemicals,EPIGRAL,EQ
EPL Ltd,Packaging,EPL,EQ
Equippp Social Impact Technologies Ltd,IT - Software,EQUIPPP,EQ
ERIS Lifesciences Ltd,Pharmaceuticals,ERIS,EQ
Esab India Ltd,Capital Goods-Non Electrical Equipment,ESABINDIA,EQ
Escorts Kubota Ltd,Automobile,ESCORTS,EQ
Essar Shipping Ltd,Shipping,ESSARSHPNG,EQ
Ester Industries Ltd,Packaging,ESTER,EQ
Eternal Ltd,E-Commerce/App based Aggregator,ETERNAL,EQ
Ethos Ltd,Retail,ETHOSLTD,EQ
Eureka Forbes Ltd,Consumer Durables,EUREKAFORB,EQ
Euro Panel Products Ltd,Non Ferrous Metals,EUROBOND,EQ
Euro Pratik Sales Ltd,Plywood Boards/Laminates,EUROPRATIK,EQ
Eveready Industries India Ltd,Dry cells,EVEREADY,EQ
Everest Industries Ltd,Cement - Products,EVERESTIND,EQ
Excel Industries Ltd,Agro Chemicals,EXCELINDUS,EQ
Excelsoft Technologies Ltd,IT - Software,EXCELSOFT,EQ
Exicom Tele-Systems Ltd,Capital Goods - Electrical Equipment,EXICOM,EQ
Exide Industries Ltd,Auto Ancillaries,EXIDEIND,EQ
Expleo Solutions Ltd,IT - Software,EXPLEOSOL,EQ
Exxaro Tiles Ltd,Ceramic Products,EXXARO,EQ
Fabtech Technologies Ltd,Trading,FABTECH,EQ
Fertilizers & Chemicals Travancore Ltd,Fertilizers,FACT,EQ
Fairchem Organics Ltd,Chemicals,FAIRCHEMOR,EQ
Faze Three Ltd,Textiles,FAZE3Q,EQ
Fineotex Chemical Ltd,Chemicals,FCL,EQ
FCS Software Solutions Ltd,IT - Software,FCSSOFT,EQ
FDC Ltd,Pharmaceuticals,FDC,EQ
Fiberweb (India) Ltd,Textiles,FIBERWEB,EQ
Fiem Industries Ltd,Auto Ancillaries,FIEMIND,EQ
Filatex India Ltd,Textiles,FILATEX,EQ
Finolex Cables Ltd,Cables,FINCABLES,EQ
Fine Organic Industries Ltd,Chemicals,FINEORG,EQ
Finolex Industries Ltd,Plastic products,FINPIPE,EQ
Brainbees Solutions Ltd,Retail,FIRSTCRY,EQ
Flair Writing Industries Ltd,Printing & Stationery,FLAIR,EQ
Gujarat Fluorochemicals Ltd,Chemicals,FLUOROCHEM,EQ
Federal-Mogul Goetze (India) Ltd,Auto Ancillaries,FMGOETZE,EQ
Focus Lighting & Fixtures Ltd,Capital Goods - Electrical Equipment,FOCUS,EQ
Foods & Inns Ltd,FMCG,FOODSIN,EQ
Force Motors Ltd,Automobile,FORCEMOT,EQ
Fortis Healthcare Ltd,Healthcare,FORTIS,EQ
Foseco India Ltd,Chemicals,FOSECOIND,EQ
Fractal Analytics Ltd,IT - Software,FRACTAL,EQ
Firstsource Solutions Ltd,IT - Software,FSL,EQ
Gabriel India Ltd,Auto Ancillaries,GABRIEL,EQ
Gujarat Ambuja Exports Ltd,FMCG,GAEL,EQ
GAIL (India) Ltd,Gas Distribution,GAIL,EQ
Gala Precision Engineering Ltd,"Castings, Forgings & Fastners",GALAPREC,EQ
Galaxy Surfactants Ltd,Chemicals,GALAXYSURF,EQ
Gallantt Ispat Ltd,Steel,GALLANTT,EQ
Gandhar Oil Refinery (India) Ltd,Refineries,GANDHAR,EQ
Gandhi Special Tubes Ltd,Steel,GANDHITUBE,EQ
Ganesha Ecosphere Ltd,Textiles,GANECOS,EQ
Ganesh Benzoplast Ltd,Miscellaneous,GANESHBE,EQ
Ganesh Consumer Products Ltd,FMCG,GANESHCP,EQ
Ganesh Housing Ltd,Realty,GANESHHOU,EQ
Ganges Securities Ltd,Finance,GANGESSECU,EQ
Garware Technical Fibres Ltd,Textiles,GARFIBRES,EQ
Garuda Construction and Engineering Ltd,Infrastructure Developers & Operators,GARUDA,EQ
Gateway Distriparks Ltd,Logistics,GATEWAY,EQ
Gaudium IVF and Women Health Ltd,Healthcare,GAUDIUMIVF,EQ
Gayatri Projects Ltd,Infrastructure Developers & Operators,GAYAPROJ,EQ
Geecee Ventures Ltd,Finance,GEECEE,EQ
Geekay Wires Ltd,Steel,GEEKAYWIRE,EQ
Gem Aromatics Ltd,Chemicals,GEMAROMA,EQ
Generic Engineering Construction & Projects Ltd,Construction,GENCON,EQ
Genesys International Corporation Ltd,IT - Software,GENESYS,EQ
Gensol Engineering Ltd,Infrastructure Developers & Operators,GENSOL,EQ
Genus Paper & Boards Ltd,Paper,GENUSPAPER,EQ
Genus Power Infrastructures Ltd,Consumer Durables,GENUSPOWER,EQ
Great Eastern Shipping Company Ltd,Shipping,GESHIP,EQ
GFL Ltd,Finance,GFLLIMITED,EQ
GHCL Ltd,Chemicals,GHCL,EQ
GHCL Textiles Ltd,Textiles,GHCLTEXTIL,EQ
Globe International Carriers Ltd,Logistics,GICL,EQ
Gillanders Arbuthnot & Company Ltd,Plantation & Plantation Products,GILLANDERS,EQ
Gillette India Ltd,FMCG,GILLETTE,EQ
Ginni Filaments Ltd,Textiles,GINNIFILA,EQ
Gujarat Industries Power Co Ltd,Power Generation & Distribution,GIPCL,EQ
GK Energy Ltd,Infrastructure Developers & Operators,GKENERGY,EQ
Gujarat Kidney & Super Speciality Ltd,Healthcare,GKSL,EQ
GKW Ltd,Finance,GKWLIMITED,EQ
Gland Pharma Ltd,Pharmaceuticals,GLAND,EQ
Glaxosmithkline Pharmaceuticals Ltd,Pharmaceuticals,GLAXO,EQ
Glenmark Pharmaceuticals Ltd,Pharmaceuticals,GLENMARK,EQ
Global Education Ltd,Education,GLOBAL,EQ
Global Vectra Helicorp Ltd,Air Transport Service,GLOBALVECT,EQ
Globe Civil Projects Ltd,Infrastructure Developers & Operators,GLOBECIVIL,EQ
Gloster Ltd,Textiles,GLOSTERLTD,EQ
Glottis Ltd,Logistics,GLOTTIS,EQ
Gujarat Mineral Development Corporation Ltd,Mining & Mineral products,GMDCLTD,EQ
GMM Pfaudler Ltd,Capital Goods-Non Electrical Equipment,GMMPFAUDLR,EQ
GMR Airports Ltd,Miscellaneous,GMRAIRPORT,EQ
GMR Power & Urban Infra Ltd,Infrastructure Developers & Operators,GMRP&UI,EQ
GNA Axles Ltd,Auto Ancillaries,GNA,EQ
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,Chemicals,GNFC,EQ
GOCL Corporation Ltd,Diversified,GOCLCORP,EQ
Go Fashion (India) Ltd,Textiles,GOCOLORS,EQ
Godavari Biorefineries Ltd,Sugar,GODAVARIB,EQ
Godfrey Phillips India Ltd,Tobacco Products,GODFRYPHLP,EQ
Godrej Agrovet Ltd,FMCG,GODREJAGRO,EQ
Godrej Consumer Products Ltd,FMCG,GODREJCP,EQ
Godrej Industries Ltd,Chemicals,GODREJIND,EQ
Godrej Properties Ltd,Realty,GODREJPROP,EQ
Gokaldas Exports Ltd,Readymade Garments/ Apparells,GOKEX,EQ
Gokul Refoils and Solvent Ltd,Edible Oil,GOKUL,EQ
Gokul Agro Resources Ltd,Edible Oil,GOKULAGRO,EQ
Goldiam International Ltd,"Diamond, Gems and Jewellery",GOLDIAM,EQ
Aion-Tech Solutions Ltd,IT - Software,GOLDTECH,EQ
Goodluck India Ltd,Steel,GOODLUCK,EQ
Goodyear India Ltd,Tyres,GOODYEAR,EQ
Gopal Snacks Ltd,FMCG,GOPAL,EQ
Godawari Power & Ispat Ltd,Steel,GPIL,EQ
Gujarat Pipavav Port Ltd,Marine Port & Services,GPPL,EQ
GPT Healthcare Ltd,Healthcare,GPTHEALTH,EQ
GPT Infraprojects Ltd,Infrastructure Developers & Operators,GPTINFRA,EQ
Granules India Ltd,Pharmaceuticals,GRANULES,EQ
Graphite India Ltd,Capital Goods-Non Electrical Equipment,GRAPHITE,EQ
Grasim Industries Ltd,Textiles,GRASIM,EQ
Grauer & Weil (India) Ltd,Chemicals,GRAUWEIL,EQ
Gravita India Ltd,Non Ferrous Metals,GRAVITA,EQ
Greaves Cotton Ltd,Capital Goods-Non Electrical Equipment,GREAVESCOT,EQ
Greenlam Industries Ltd,Plywood Boards/Laminates,GREENLAM,EQ
Greenpanel Industries Ltd,Plywood Boards/Laminates,GREENPANEL,EQ
Greenply Industries Ltd,Plywood Boards/Laminates,GREENPLY,EQ
Orient Green Power Company Ltd,Power Generation & Distribution,GREENPOWER,EQ
Grindwell Norton Ltd,Capital Goods-Non Electrical Equipment,GRINDWELL,EQ
G R Infraprojects Ltd,Infrastructure Developers & Operators,GRINFRA,EQ
GRM Overseas Ltd,FMCG,GRMOVER,EQ
The Grob Tea Co Ltd,Plantation & Plantation Products,GROBTEA,EQ
Billionbrains Garage Ventures Ltd,Stock/ Commodity Brokers,GROWW,EQ
GRP Ltd,Plantation & Plantation Products,GRPLTD,EQ
Garden Reach Shipbuilders & Engineers Ltd,Aerospace & Defence,GRSE,EQ
Garware Hi Tech Films Ltd,Packaging,GRWRHITECH,EQ
Gujarat State Fertilizers & Chemicals Ltd,Fertilizers,GSFC,EQ
Global Surfaces Ltd,Consumer Durables,GSLSU,EQ
GSP Crop Science Ltd,Agro Chemicals,GSPCROP,EQ
GTL Infrastructure Ltd,Telecom Equipment & Infra Services,GTLINFRA,EQ
Gufic BioSciences Ltd,Pharmaceuticals,GUFICBIO,EQ
Gujarat Alkalies & Chemicals Ltd,Chemicals,GUJALKALI,EQ
Gujarat Apollo Industries Ltd,Capital Goods-Non Electrical Equipment,GUJAPOLLO,EQ
Gulf Oil Lubricants India Ltd,Chemicals,GULFOILLUB,EQ
GP Petroleums Ltd,Chemicals,GULFPETRO,EQ
GVK Power & Infrastructure Ltd,Infrastructure Developers & Operators,GVKPIL,EQ
GE Power India Ltd,Infrastructure Developers & Operators,GVPIL,EQ
GE Vernova T&D India Ltd,Capital Goods - Electrical Equipment,GVT&D,EQ
Hindustan Aeronautics Ltd,Aerospace & Defence,HAL,EQ
Haleos Labs Ltd,Pharmaceuticals,HALEOSLABS,EQ
Happiest Minds Technologies Ltd,IT - Software,HAPPSTMNDS,EQ
Happy Forgings Ltd,"Castings, Forgings & Fastners",HAPPYFORGE,EQ
Hardwyn India Ltd,Trading,HARDWYN,EQ
Hariom Pipe Industries Ltd,Steel,HARIOMPIPE,EQ
Harrisons Malayalam Ltd,Plantation & Plantation Products,HARRMALAYA,EQ
Harsha Engineers International Ltd,Capital Goods-Non Electrical Equipment,HARSHA,EQ
Hathway Cable & Datacom Ltd,Telecom-Service,HATHWAY,EQ
Hatsun Agro Product Ltd,FMCG,HATSUN,EQ
Havells India Ltd,Consumer Durables,HAVELLS,EQ
HBL Engineering Ltd,Auto Ancillaries,HBLENGINE,EQ
Hindustan Construction Company Ltd,Infrastructure Developers & Operators,HCC,EQ
Healthcare Global Enterprises Ltd,Healthcare,HCG,EQ
HCL Infosystems Ltd,IT - Hardware,HCL-INSYS,EQ
HCL Technologies Ltd,IT - Software,HCLTECH,EQ
Health X Platform Ltd,Finance,HEALTHX,EQ
HEC Infra Projects Ltd,Infrastructure Developers & Operators,HECPROJECT,EQ
HEG Ltd,Capital Goods-Non Electrical Equipment,HEG,EQ
HeidelbergCement India Ltd,Cement,HEIDELBERG,EQ
Hemisphere Properties India Ltd,Realty,HEMIPROP,EQ
Heranba Industries Ltd,Agro Chemicals,HERANBA,EQ
Heritage Foods Ltd,FMCG,HERITGFOOD,EQ
Hero MotoCorp Ltd,Automobile,HEROMOTOCO,EQ
Hester Biosciences Ltd,Pharmaceuticals,HESTERBIO,EQ
Hexagon Nutrition Ltd,FMCG,HEXAGON,EQ
Hexaware Technologies Ltd,IT - Software,HEXT,EQ
HFCL Ltd,Telecom Equipment & Infra Services,HFCL,EQ
HG Infra Engineering Ltd,Infrastructure Developers & Operators,HGINFRA,EQ
Hinduja Global Solutions Ltd,IT - Software,HGS,EQ
Hikal Ltd,Pharmaceuticals,HIKAL,EQ
Highway Infrastructure Ltd,Construction,HILINFRA,EQ
Hilton Metal Forging Ltd,"Castings, Forgings & Fastners",HILTON,EQ
Himatsingka Seide Ltd,Textiles,HIMATSEIDE,EQ
Hindalco Industries Ltd,Non Ferrous Metals,HINDALCO,EQ
Hindustan Composites Ltd,Auto Ancillaries,HINDCOMPOS,EQ
Hindcon Chemicals Ltd,Chemicals,HINDCON,EQ
Hindustan Copper Ltd,Non Ferrous Metals,HINDCOPPER,EQ
Hindustan Oil Exploration Company Ltd,Crude Oil & Natural Gas,HINDOILEXP,EQ
Hindustan Petroleum Corporation Ltd,Refineries,HINDPETRO,EQ
Hindustan Unilever Ltd,FMCG,HINDUNILVR,EQ
Hindware Home Innovation Ltd,Retail,HINDWAREAP,EQ
Hindustan Zinc Ltd,Non Ferrous Metals,HINDZINC,EQ
Hind Rectifiers Ltd,Consumer Durables,HIRECT,EQ
Hisar Metal Industries Ltd,Steel,HISARMETAL,EQ
Hi-Tech Pipes Ltd,Steel,HITECH,EQ
Hitech Corporation Ltd,Packaging,HITECHCORP,EQ
The Hi-Tech Gears Ltd,Auto Ancillaries,HITECHGEAR,EQ
HLE Glascoat Ltd,Capital Goods-Non Electrical Equipment,HLEGLAS,EQ
HMA Agro Industries Ltd,FMCG,HMAAGRO,EQ
HMT Ltd,Consumer Durables,HMT,EQ
Hindustan Media Ventures Ltd,Media - Print/Television/Radio,HMVL,EQ
Hindustan Foods Ltd,FMCG,HNDFDS,EQ
Honasa Consumer Ltd,Trading,HONASA,EQ
Honeywell Automation India Ltd,Electronics,HONAUT,EQ
Honda India Power Products Ltd,Capital Goods - Electrical Equipment,HONDAPOWER,EQ
Horizon Industrial Parks Ltd,Miscellaneous,HORIZONIND,EQ
HP Adhesives Ltd,Chemicals,HPAL,EQ
Hindprakash Industries Ltd,Chemicals,HPIL,EQ
HPL Electric & Power Ltd,Capital Goods - Electrical Equipment,HPL,EQ
Himadri Speciality Chemical Ltd,Chemicals,HSCL,EQ
Hubtown Ltd,Realty,HUBTOWN,EQ
Huhtamaki India Ltd,Packaging,HUHTAMAKI,EQ
Hyundai Motor India Ltd,Automobile,HYUNDAI,EQ
Indiabulls Ltd,Diversified,IBULLSLTD,EQ
ICE Make Refrigeration Ltd,Engineering,ICEMAKE,EQ
Indo Count Industries Ltd,Textiles,ICIL,EQ
Vodafone Idea Ltd,Telecom-Service,IDEA,EQ
Ideaforge Technology Ltd,Aerospace & Defence,IDEAFORGE,EQ
Indian Energy Exchange Ltd,Financial Services,IEX,EQ
IFB Industries Ltd,Consumer Durables,IFBIND,EQ
IFGL Refractories Ltd,Refractories,IFGLEXPOR,EQ
Igarashi Motors India Ltd,Capital Goods - Electrical Equipment,IGARASHI,EQ
Indogulf Cropsciences Ltd,Agro Chemicals,IGCL,EQ
International Gemological Institute Limited,Miscellaneous,IGIL,EQ
Indraprastha Gas Ltd,Gas Distribution,IGL,EQ
I G Petrochemicals Ltd,Chemicals,IGPL,EQ
IKIO Technologies Ltd,Consumer Durables,IKIO,EQ
Inventurus Knowledge Solutions Ltd,IT - Software,IKS,EQ
IL&FS Engineering & Construction Co Ltd,Infrastructure Developers & Operators,IL&FSENGG,EQ
Imagicaaworld Entertainment Ltd,Entertainment,IMAGICAA,EQ
Indian Metals & Ferro Alloys Ltd,Ferro Alloys,IMFA,EQ
India Motor Parts & Accessories Ltd,Auto Ancillaries,IMPAL,EQ
Insolation Energy Ltd,Capital Goods - Electrical Equipment,INA,EQ
Indegene Ltd,Healthcare,INDGN,EQ
Indian Hotels Co Ltd,Hotels & Restaurants,INDHOTEL,EQ
India Cements Ltd,Cement,INDIACEM,EQ
Indiamart Intermesh Ltd,E-Commerce/App based Aggregator,INDIAMART,EQ
Indian Card Clothing Company Ltd,Textiles,INDIANCARD,EQ
Indian Hume Pipe Company Ltd,Infrastructure Developers & Operators,INDIANHUME,EQ
Interglobe Aviation Ltd,Air Transport Service,INDIGO,EQ
Indigo Paints Ltd,Paints/Varnish,INDIGOPNTS,EQ
India Nippon Electricals Ltd,Auto Ancillaries,INDNIPPON,EQ
Indo Amines Ltd,Chemicals,INDOAMIN,EQ
Indo Borax & Chemicals Ltd,Chemicals,INDOBORAX,EQ
Indoco Remedies Ltd,Pharmaceuticals,INDOCO,EQ
Indo Farm Equipment Ltd,Diversified,INDOFARM,EQ
Indo-MIM Ltd,Capital Goods-Non Electrical Equipment,INDOMIM,EQ
Indo Rama Synthetics (India) Ltd,Textiles,INDORAMA,EQ
Indo Tech Transformers Ltd,Capital Goods - Electrical Equipment,INDOTECH,EQ
Indo US Bio-Tech Ltd,FMCG,INDOUS,EQ
Indraprastha Medical Corporation Ltd,Healthcare,INDRAMEDCO,EQ
Ind-Swift Laboratories Ltd,Pharmaceuticals,INDSWFTLAB,EQ
Indus Towers Ltd,Telecom Equipment & Infra Services,INDUSTOWER,EQ
InfoBeans Technologies Ltd,IT - Software,INFOBEAN,EQ
Infosys Ltd,IT - Software,INFY,EQ
Ingersoll-Rand (India) Ltd,Capital Goods-Non Electrical Equipment,INGERRAND,EQ
Innova Captab Ltd,Pharmaceuticals,INNOVACAP,EQ
Innovana Thinklabs Ltd,IT - Software,INNOVANA,EQ
Innovision Ltd,Miscellaneous,INNOVISION,EQ
Inox Green Energy Services Ltd,Miscellaneous,INOXGREEN,EQ
Inox India Ltd,Packaging,INOXINDIA,EQ
Inox Wind Ltd,Capital Goods - Electrical Equipment,INOXWIND,EQ
Insecticides India Ltd,Agro Chemicals,INSECTICID,EQ
Inspirisys Solutions Ltd,IT - Software,INSPIRISYS,EQ
Intellect Design Arena Ltd,IT - Software,INTELLECT,EQ
Intense Technologies Ltd,IT - Software,INTENTECH,EQ
Interarch Building Solutions Ltd,Steel,INTERARCH,EQ
International Conveyors Ltd,Plantation & Plantation Products,INTLCONV,EQ
Indian Oil Corporation Ltd,Refineries,IOC,EQ
IOL Chemicals & Pharmaceuticals Ltd,Pharmaceuticals,IOLCP,EQ
Ion Exchange (India) Ltd,Infrastructure Developers & Operators,IONEXCHANG,EQ
Ipca Laboratories Ltd,Pharmaceuticals,IPCALAB,EQ
India Pesticides Ltd,Agro Chemicals,IPL,EQ
IRB Infrastructure Developers Ltd,Infrastructure Developers & Operators,IRB,EQ
Ircon International Ltd,Infrastructure Developers & Operators,IRCON,EQ
Indian Railway Catering & Tourism Corporation Ltd,Railways,IRCTC,EQ
Indian Renewable Energy Development Agency Ltd,Finance,IREDA,EQ
IRIS Regtech Solutions Ltd,IT - Software,IRIS,EQ
Iris Clothings Ltd,Readymade Garments/ Apparells,IRISDOREME,EQ
IRM Energy Ltd,Gas Distribution,IRMENERGY,EQ
Intrasoft Technologies Ltd,E-Commerce/App based Aggregator,ISFT,EQ
ISGEC Heavy Engineering  Ltd,Infrastructure Developers & Operators,ISGEC,EQ
Ishan Dyes and chemicals Ltd,Chemicals,ISHANCH,EQ
ITC Ltd,Tobacco Products,ITC,EQ
ITC Hotels Ltd,Hotels & Restaurants,ITCHOTELS,EQ
India Tourism Development Corporation Ltd,Hotels & Restaurants,ITDC,EQ
ITI Ltd,Aerospace & Defence,ITI,EQ
Ivalue Infosolutions Ltd,IT - Hardware,IVALUE,EQ
IVP Ltd,Chemicals,IVP,EQ
Le Travenues Technology Ltd,E-Commerce/App based Aggregator,IXIGO,EQ
IZMO Ltd,IT - Software,IZMO,EQ
Jagran Prakashan Ltd,Media - Print/Television/Radio,JAGRAN,EQ
Jagsonpal Pharmaceuticals Ltd,Pharmaceuticals,JAGSNPHARM,EQ
Jai Balaji Industries Ltd,Steel,JAIBALAJI,EQ
Jai Corp Ltd,Plastic products,JAICORPLTD,EQ
Jain Resource Recycling Ltd,Non Ferrous Metals,JAINREC,EQ
Jamna Auto Industries Ltd,Auto Ancillaries,JAMNAAUTO,EQ
Jaro Institute of Technol Mgt and Research Ltd,Education,JARO,EQ
Jash Engineering Ltd,Capital Goods-Non Electrical Equipment,JASH,EQ
Jayant Agro Organics Ltd,Chemicals,JAYAGROGN,EQ
Jay Bharat Maruti Ltd,Auto Ancillaries,JAYBARMARU,EQ
Jayaswal Neco Industries Ltd,Steel,JAYNECOIND,EQ
Jay Shree Tea & Industries Ltd,Plantation & Plantation Products,JAYSREETEA,EQ
J B Chemicals & Pharmaceuticals Ltd,Pharmaceuticals,JBCHEPHARM,EQ
JBM Auto Ltd,Auto Ancillaries,JBMA,EQ
Jet Airways (India) Ltd,Air Transport Service,JETAIRWAYS,EQ
JGChemicals Ltd,Chemicals,JGCHEM,EQ
Jindal Poly Films Ltd,Textiles,JINDALPOLY,EQ
Jindal Saw Ltd,Capital Goods-Non Electrical Equipment,JINDALSAW,EQ
Jindal Steel Ltd,Steel,JINDALSTEL,EQ
Jindal Drilling & Industries Ltd,Oil Drill/Allied,JINDRILL,EQ
Jindal Worldwide Ltd,Textiles,JINDWORLD,EQ
Jain Irrigation Systems Ltd,Plastic products,JISLJALEQS,EQ
JITF Infra Logistics Ltd,Miscellaneous,JITFINFRA,EQ
J K Cements Ltd,Cement,JKCEMENT,EQ
J Kumar Infraprojects Ltd,Infrastructure Developers & Operators,JKIL,EQ
Jinkushal Industries Ltd,Trading,JKIPL,EQ
JK Lakshmi Cement Ltd,Cement,JKLAKSHMI,EQ
JK Paper Ltd,Paper,JKPAPER,EQ
JK Tyre & Industries Ltd,Tyres,JKTYRE,EQ
Jupiter Life Line Hospitals Ltd,Healthcare,JLHL,EQ
Jullundur Motor Agency (Delhi) Ltd,Auto Ancillaries,JMA,EQ
JNK India Ltd,Infrastructure Developers & Operators,JNKINDIA,EQ
Juniper Green Energy Ltd,Infrastructure Developers & Operators,JNPR,EQ
Jocil Ltd,Chemicals,JOCIL,EQ
Jaiprakash Power Ventures Ltd,Power Generation & Distribution,JPPOWER,EQ
Jindal Stainless Ltd,Steel,JSL,EQ
Jeena Sikho Lifecare Ltd,Pharmaceuticals,JSLL,EQ
JSW Cement Ltd,Cement,JSWCEMENT,EQ
JSW Dulux Ltd,Paints/Varnish,JSWDULUX,EQ
JSW Energy Ltd,Power Generation & Distribution,JSWENERGY,EQ
JSW Holdings Ltd,Finance,JSWHL,EQ
JSW Infrastructure Ltd,Marine Port & Services,JSWINFRA,EQ
JSW Steel Ltd,Steel,JSWSTEEL,EQ
JTEKT India Ltd,Auto Ancillaries,JTEKTINDIA,EQ
JTL Industries Ltd,Steel,JTLIND,EQ
Jubilant Agri & Consumer Products Ltd,Chemicals,JUBLCPL,EQ
Jubilant Foodworks Ltd,Quick Service Restaurant,JUBLFOOD,EQ
Jubilant Ingrevia Ltd,Chemicals,JUBLINGREA,EQ
Jubilant Pharmova Ltd,Pharmaceuticals,JUBLPHARMA,EQ
Juniper Hotels Ltd,Hotels & Restaurants,JUNIPER,EQ
Just Dial Ltd,E-Commerce/App based Aggregator,JUSTDIAL,EQ
Jupiter Wagons Ltd,Capital Goods-Non Electrical Equipment,JWL,EQ
Jyothy Labs Ltd,FMCG,JYOTHYLAB,EQ
Jyoti CNC Automation Ltd,Capital Goods-Non Electrical Equipment,JYOTICNC,EQ
Jyoti Structures Ltd,Capital Goods - Electrical Equipment,JYOTISTRUC,EQ
Kabra Extrusion Technik Ltd,Capital Goods-Non Electrical Equipment,KABRAEXTRU,EQ
Kajaria Ceramics Ltd,Ceramic Products,KAJARIACER,EQ
Kakatiya Cement Sugar & Industries Ltd,Cement,KAKATCEM,EQ
Sai Silks (Kalamandir) Ltd,Retail,KALAMANDIR,EQ
Kalpataru Ltd,Realty,KALPATARU,EQ
Kalyani Forge Ltd,"Castings, Forgings & Fastners",KALYANIFRG,EQ
Kalyan Jewellers India Ltd,"Diamond, Gems and Jewellery",KALYANKJIL,EQ
Kama Holdings Ltd,Finance,KAMAHOLD,EQ
Kamat Hotels (India) Ltd,Hotels & Restaurants,KAMATHOTEL,EQ
Kamdhenu Ltd,Steel,KAMDHENU,EQ
Kanoria Chemicals & Industries Ltd,Chemicals,KANORICHEM,EQ
Kanpur Plastipack Ltd,Packaging,KANPRPLA,EQ
Kansai Nerolac Paints Ltd,Paints/Varnish,KANSAINER,EQ
Kapston Services Ltd,Miscellaneous,KAPSTON,EQ
Kavveri Defence & Wireless Technologies Ltd,Aerospace & Defence,KAVDEFENCE,EQ
Kaya Ltd,Healthcare,KAYA,EQ
Kaynes Technology India Ltd,Consumer Durables,KAYNES,EQ
K C P Ltd,Cement,KCP,EQ
KCP Sugar & Industries Corporation Ltd,Sugar,KCPSUGIND,EQ
KDDL Ltd,Consumer Durables,KDDL,EQ
KEC International Ltd,Infrastructure Developers & Operators,KEC,EQ
Kirloskar Electric Company Ltd,Capital Goods - Electrical Equipment,KECL,EQ
KEI Industries Ltd,Cables,KEI,EQ
Kellton Tech Solutions Ltd,IT - Software,KELLTONTEC,EQ
Kennametal India Ltd,"Castings, Forgings & Fastners",KENNAMET,EQ
Kernex Microsystems (India) Ltd,Electronics,KERNEX,EQ
Kesoram Industries Ltd,Miscellaneous,KESORAMIND,EQ
KFin Technologies Ltd,Financial Services,KFINTECH,EQ
Khadim India Ltd,Leather,KHADIM,EQ
