Symbol,Date,Close,R3M,R6M,R9M,R12M,RS_Blend,MA_30W,MA_30W_Slope_10S_Pct,Stage,MA_10W,High_52W,Near_52W_High,Low_52W,Volume_Ratio,U_D,AvgValue20,SMA_50,Below_50DMA,Ext_Pct,Extended_20Pct,Pct_From_52W_High,Above_MA_30W,Above_MA_10W,MA10W_Above_MA30W,MA_30W_Rising,Distribution,Heavy_Distribution,Breakout,Breakout_Confirmed,SMA_150,SMA_200,SMA_200_Rising,ATR_Pct,VCP_Contractions,Contraction_Ratio,Base_Depth_Pct,Volume_DryUp,VCP_Setup,VCP_Pivot,RS_Line,RS_Line_High_52W,RS_Line_At_High,Pct_To_Pivot,RS_Score,Liquid_UI_Filter,RS_Not_Lagging,Trend_Health,TT1_Above_150_200,TT2_150_Above_200,TT3_200_Rising,TT4_50_Above_150_200,TT5_Above_50,TT6_Above_52W_Low,TT7_Near_52W_High,TT8_RS,Trend_Template_Score,Trend_Template_Pass,RS_Line_NH_Before_Price,Stage1_Readiness,Company Name,Industry,Series,Action,Action_Reason
COMSYN,2026-08-25,287.67999267578125,0.8763369353840273,0.8624885418314161,1.053830068059403,1.0885059038682687,0.9514996769054286,176.8647580903152,5.465408905694402,Stage 2 — Advancing,208.41607815611596,298.0,False,133.22606278240576,0.02346859474657059,4.566203142935794,355060060.63618773,209.40699981689454,False,62.65535077874516,True,-3.4630897061136756,True,True,True,True,False,False,False,False,175.9154662068685,167.92369972229005,True,6.291465625457763,2,1.1827523447342239,48.95972949546456,0.2642062562118076,False,298.0,0.012183841731822258,0.012323847013738275,False,3.587321880896144,97.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Commercial Syn Bags Ltd,Packaging - Polysacks,EQ,WAIT,"Stage 2 + RS 97; wait because price is more than 20% above the 30-week line (currently +63%) — the guide treats that as poor entry timing, not a failed trend."
CONCOR,2026-08-25,516.0,0.010794658303063143,0.033707598642410685,0.016691666625578083,-0.038050518669000444,0.0067876126410229215,487.7390686453205,0.2744099095467689,Stage 2 — Advancing,493.19421506395526,561.4378970396333,False,420.16557890015895,0.26106517509273924,1.0791038557218742,767796363.2321136,493.8193420410156,False,5.794272628840935,False,-8.09312967279544,True,True,True,True,False,False,False,False,487.72608276367185,493.08578689575194,False,2.262598757992023,1,1.3682800327416682,17.77022425436946,0.6972058929035867,False,543.7000122070312,0.021853665509181424,0.02378637062412109,False,5.368219419967302,46.0,True,False,4,True,False,False,True,True,False,True,False,4,False,False,,Container Corporation Of India Ltd,Logistics,EQ,WAIT,Stage 2 + RS 46; wait because relative strength is below 50 — the trend has turned up but the stock still lags most of the universe.
CONCORDBIO,2026-08-25,1548.0,0.37580070595242554,0.26514648153402454,0.11058967445064583,-0.08809521789198471,0.20784846999950737,1215.965278939025,1.3777937936530371,Stage 2 — Advancing,1359.2186686197917,1719.7031387733275,False,981.1254498447715,0.3209336364429767,2.3740491658777056,332298549.61950684,1359.0706958007813,False,27.306266618952122,True,-9.984463882284022,True,True,True,True,False,False,False,False,1216.670496826172,1256.6994668579102,False,3.3997793046254965,2,1.3118725351126446,23.343653250773993,0.6408389306793894,False,1615.0,0.06556099652754427,0.07430362198447751,False,4.3281653746769955,75.0,True,True,5,True,False,False,True,True,True,True,True,6,False,False,,Concord Biotech Ltd,Pharma - API & CRAMS,EQ,HOLD,Stage 2 + RS 75; trend/leadership is adequate without a stronger entry trigger.
CONFIPET,2026-08-25,77.8499984741211,0.2716432035580245,1.4722133705927543,1.0379580345361914,0.5892476116013718,0.7285410847692733,57.382123437646314,4.726401602043273,Stage 2 — Advancing,74.79784348431755,86.4000015258789,False,28.059999465942383,2.552519804916888,0.8941875154617733,280539892.96158487,74.90060028076172,False,35.6694277072475,True,-9.89583669069367,True,True,True,True,False,False,False,False,56.71133349100749,51.704100131988525,True,5.833562994516762,3,1.100369645231574,23.263886711970315,0.923062564350782,False,86.4000015258789,0.0032971081909762144,0.003519326383933154,False,10.98266309484901,95.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Confidence Petroleum India Ltd,LPG Bottling,EQ,WAIT,"Stage 2 + RS 95; wait because price is more than 20% above the 30-week line (currently +36%) — the guide treats that as poor entry timing, not a failed trend."
CONTROLPR,2026-08-25,605.2000122070312,-0.01868095304638906,-0.09547480015894605,-0.15790264395006248,-0.21455895843560024,-0.10105966172747738,622.1006053003772,-0.7623177587639862,Stage 4 — Declining,611.5801511278339,885.1828036505703,False,512.2003645119609,0.16752931231360074,1.573447932048515,11824631.038500976,611.5952307128906,True,-2.7166977413863203,False,-31.62994019866472,False,False,False,False,False,False,False,False,623.0924149576823,642.7479635620117,False,2.7482071211359522,1,1.4588370533013728,22.35077388830089,0.17875010561798751,False,721.1919912690887,0.02563147021884685,0.03510688490644165,False,19.165891725457882,26.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Control Print Ltd,Computer - Hardware,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
CORALFINAC,2026-08-25,34.119998931884766,0.03050432808561876,0.015778469094649417,-0.09037588753242776,-0.2020156339523237,-0.043120879243772905,32.98420685077536,-0.54617335228202,Stage 3 — Topping,32.96019595277075,50.900001525878906,False,25.010000228881836,1.2675399880399243,1.2161882662125227,6596347.28907032,32.97579986572266,False,3.4434421486861044,False,-32.96660528676555,True,True,False,False,False,False,False,False,33.10453327178955,34.680549936294554,False,5.8365452960735595,1,1.5882152213904497,20.212762719530257,5.691683515911119,False,37.599998474121094,0.0014450524105252657,0.0020946897006292424,False,10.199295577891432,37.0,False,False,2,False,False,False,False,True,True,False,False,2,False,False,,Coral India Finance & Housing Ltd,Finance - Housing,EQ,SELL,Stage 3 + RS 37; RS below 50 in Stage 3 triggers SELL.
CORDSCABLE,2026-08-25,247.52000427246094,0.050594218421658343,0.4766734964967232,0.3550859482644695,0.35067471824499474,0.25672451996990087,192.23095891247056,2.404767828258225,Stage 2 — Advancing,215.04019673665366,259.79998779296875,False,127.01000213623047,2.359976044371112,2.2314853936415457,10129388.21533966,214.97020080566406,False,28.761779930133624,True,-4.726706734987829,True,True,True,True,False,False,False,False,191.27420003255207,189.507850189209,True,4.669463788368603,2,2.0527158957535847,24.17243677586823,3.5051788185898975,False,259.79998779296875,0.010482983294964183,0.010777164583225342,False,4.9612085118544424,78.0,False,True,5,True,True,True,True,True,True,True,True,8,True,False,,Cords Cable Industries Ltd,Cables - Power,EQ,HOLD,Stage 2 + RS 78; trend/leadership is adequate without a stronger entry trigger.
COROMANDEL,2026-08-25,1913.5999755859375,0.040164637877487586,-0.17115402083761388,-0.16539497060873276,-0.1953580752090881,-0.09031555818009192,2031.9985535504068,-0.767694612555514,Stage 4 — Declining,2034.947270412071,2486.7668094210435,False,1704.8401341065546,2.2530643797439702,0.760769180483829,256801928.05654296,2034.49228515625,True,-5.826705819135425,False,-23.04867636417215,False,False,True,False,False,False,False,False,2037.919568684896,2099.940797119141,False,2.303061535177638,2,1.212665250080586,10.96764468877485,0.5385632886998224,False,2129.89990234375,0.08104491043572251,0.10366836116236784,False,11.303298992339418,28.0,True,False,1,False,False,False,False,False,False,True,False,1,False,False,,Coromandel International Ltd,Fertilisers,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
COSMOFIRST,2026-08-25,930.6500244140625,0.21741919365999918,0.3354668309983624,0.3229036263879179,-0.08782611770056203,0.20107654540114334,745.9645695098459,2.7940393961645604,Stage 2 — Advancing,857.9269014246323,1029.908378785926,False,558.0950701442713,0.5733263607519842,3.0153446891197353,126402518.15349121,860.1020593261719,False,24.757939244429352,True,-9.637590723251622,True,True,True,True,False,False,False,False,741.8254956054687,734.3848333740234,True,4.100052476057623,3,0.7323013803242852,24.423382641069004,0.6702389381409677,False,981.0,0.039414950270652026,0.04398355949436713,False,5.410194408756164,74.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Cosmo First Ltd,Packaging - BOPP,EQ,HOLD,Stage 2 + RS 74; trend/leadership is adequate without a stronger entry trigger.
CPCAP,2026-08-25,120.72000122070312,0.30437598314493286,0.34178058889393537,0.020197746578765052,-0.17173241014954976,0.1597995783226033,99.9383447581324,1.4077715081727948,Stage 2 — Advancing,113.19980396943934,160.89999389648438,False,73.51000213623047,0.5245378648520009,3.942832726871761,5650695.308082199,113.44220001220702,False,20.79447734787465,True,-24.972028713457384,True,True,True,True,False,False,False,False,100.08399998982748,103.63530002593994,True,6.871273036656087,2,1.0275872495844203,30.28169014084507,1.2091395118922073,False,142.0,0.005112741331289184,0.00667871576526082,False,17.627566736345777,69.0,False,True,5,True,False,True,True,True,True,True,False,6,False,False,,CP Capital Limited,Computer Education,EQ,HOLD,Stage 2 + RS 69; trend/leadership is adequate without a stronger entry trigger.
CRAFTSMAN,2026-08-25,10375.0,0.19501419023109645,0.3326055681313098,0.47951294445009607,0.5188858891941006,0.3442065564475399,8518.903263065733,2.361395319231696,Stage 2 — Advancing,9736.321231617647,10960.0,False,6316.2925601072975,0.3022247511077087,2.540782653531982,665469046.725,9744.75498046875,False,21.78797762596385,True,-5.337591240875916,True,True,True,True,False,False,False,False,8482.827330729167,8151.716677246094,True,3.122203098106713,3,0.91995000457094,18.38882281438914,0.4761668317683909,False,10960.0,0.43940267375534353,0.4639704426799793,False,5.638554216867475,85.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Craftsman Automation Ltd,Auto & Auto Ancl - CV,EQ,WAIT,"Stage 2 + RS 85; wait because price is more than 20% above the 30-week line (currently +22%) — the guide treats that as poor entry timing, not a failed trend."
CRISIL,2026-08-25,4480.0,0.1151387600306597,-0.0012958605934835221,0.015484100465969597,-0.12538126775980662,0.023816898434799765,4214.71208797089,-0.18530305664972158,Stage 3 — Topping,4278.081978592219,5143.90496192873,False,3669.9050085491053,0.3063884633943347,1.8369620669230005,186209706.93164062,4283.00953125,False,6.2943305851486775,False,-12.906633517579525,True,True,True,False,False,False,False,False,4223.134697265625,4282.975744628906,False,2.2071091009646047,2,0.6351103462786526,17.50038284326649,0.39210910638454216,False,4662.0,0.18973725093242785,0.22038228190162443,False,4.062499999999991,49.0,True,False,3,True,False,False,True,True,False,True,False,4,False,False,,CRISIL Ltd,Credit Rating Agencies,EQ,SELL,Stage 3 + RS 49; RS below 50 in Stage 3 triggers SELL.
CRIZAC,2026-08-25,177.0800018310547,-0.209429003579095,-0.20323958681190246,-0.30744037392239565,-0.48244200219151645,-0.28239599401680093,209.0964640787203,-1.7091369821068847,Stage 4 — Declining,192.37372544232537,375.5949132544453,False,170.2899932861328,0.6101672726291445,1.4423651728178293,66141032.6415802,191.9267999267578,True,-15.311814280901515,False,-52.85346111407729,False,False,False,False,False,False,False,False,209.31269419352213,224.2825212097168,False,3.01195513480786,2,0.7331983458823831,23.29279581705729,0.5927216921249941,False,222.0,0.0074997037371726805,0.01583708833733756,False,25.36706443667296,4.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Crizac Ltd,Platform - Education,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
CROMPTON,2026-08-25,243.0,-0.1621041470700304,-0.06599908390159392,-0.07216579174865567,-0.23839446009344767,-0.14015352597675163,257.3926958057978,0.17495507937970167,Stage 1 — Basing,258.8898141898361,333.48929694526095,False,214.8165151621269,1.1634090169734086,0.5048368253361675,1035776196.1973267,258.83652160644533,True,-5.591726587555179,False,-27.134093289990624,False,False,True,True,True,True,False,False,256.59460805257163,256.6997097015381,False,2.9497342835728526,1,1.2733495907620351,13.645200760357623,1.1377689167206273,False,278.15477433010466,0.0102915517804866,0.014580160055112338,False,14.466985321030723,19.0,True,False,2,False,False,False,True,False,False,False,False,1,False,False,1.0,Crompton Greaves Consumer Electricals Ltd,Consumer Electronics,EQ,AVOID,Stage 1 + RS 19; weak RS in a basing stage is AVOID.
CUBEXTUB,2026-08-25,79.06999969482422,-0.12115151025885162,-0.25929742674637735,-0.09333791394452295,-0.008526649594680635,-0.12069300216065684,91.22386237835062,-1.8428337668435657,Stage 4 — Declining,80.65156884286918,143.69000244140625,False,73.0999984741211,0.8189907801898063,2.011503608095464,4009728.513253403,80.5336001586914,True,-13.323117840722754,False,-44.97181546985686,False,False,False,False,False,False,False,False,91.64320027669271,93.2448503112793,False,4.42103696551869,2,1.023570355662257,19.502114608785558,1.2366533913089395,False,91.98999786376953,0.0033487777619026467,0.00559719561527893,False,16.339949688644097,22.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Cubex Tubings Ltd,Metal - Copper/Copper Alloy Products,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
CUMMINSIND,2026-08-25,5239.5,-0.01840250150343048,0.07409942477777776,0.23094670338916856,0.36760227325010764,0.1271686796820386,5126.344846960616,1.6444834451015522,Stage 2 — Advancing,5492.523715150122,6049.821052103703,False,3729.269915688774,1.2173482444874013,0.5823123294618839,2585090737.725,5488.8458203125,True,2.2073262025373186,False,-13.394132572267237,True,False,True,True,True,True,False,False,5095.082993164063,4896.022852783203,True,2.241217128133819,3,1.0764774524057341,13.250513468153521,1.0134859869792492,False,5859.400675684677,0.22190364425456602,0.2602783675469366,False,11.831294506816992,66.0,True,True,4,True,True,True,True,False,True,True,False,6,False,False,,Cummins India Ltd,Gensets,EQ,REDUCE,Stage 2 + RS 66; distribution warning (U/D 0.58) triggers REDUCE.
CUPID,2026-08-25,281.760009765625,1.2596840504356264,2.4132041108340725,3.1867518251857554,7.197847498454198,3.0634343070690555,145.6455474226442,10.09336366543061,Stage 2 — Advancing,225.4815673828125,299.0,False,32.86800003051758,0.30030464779911037,2.4902047970029653,8858315218.479567,226.69339874267578,False,93.45597222275156,True,-5.7658830215301045,True,True,True,True,False,False,False,False,143.87813283284504,127.5800496673584,True,5.90320203703032,1,1.119189125961305,48.16053511705686,1.0102501169644469,False,299.0,0.011933118231166008,0.012463384220206692,False,6.1186788887165555,99.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Cupid Ltd,Contraceptives/Protectives,EQ,WAIT,"Stage 2 + RS 99; wait because price is more than 20% above the 30-week line (currently +93%) — the guide treats that as poor entry timing, not a failed trend."
CYBERTECH,2026-08-25,134.8800048828125,-0.08760060060772978,0.17994932869869795,-0.06450262356360159,-0.0629994926764571,-0.02455079775136406,131.66041375521957,0.10570516918502193,Stage 2 — Advancing,141.56784326889937,254.51131173013155,False,95.30000305175781,0.1571913903979025,0.7769001751313485,1386463.6386665343,141.5286001586914,True,2.44537521625805,False,-47.00431821048837,True,False,True,True,False,False,False,False,131.58479985555013,135.2701499557495,False,3.0704554390237377,3,0.6041132678264234,17.350157728706623,0.29820322429106744,False,158.5,0.0057124467259413595,0.010895140337952374,False,17.511858142138426,40.0,False,False,3,False,False,False,True,False,True,False,False,2,False,False,,Cybertech Systems & Software Ltd,IT - Software,EQ,WAIT,Stage 2 + RS 40; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
CYIENT,2026-08-25,979.0499877929688,0.06644518360775375,0.05070830716784491,-0.11285791097162812,-0.2024510151962723,-0.026342050356909598,902.2873292687821,-1.8365458877414698,Stage 3 — Topping,866.0274550494025,1267.736092444419,False,750.2999877929688,8.855074739281184,3.1354929757773298,756074465.1034424,865.1950036621093,False,8.507562506324406,False,-22.771782421593166,True,True,False,False,False,False,False,False,908.4036669921875,967.8922497558593,False,3.096660439522418,2,3.203084741722698,17.649139311725857,2.4521006341286538,False,989.0,0.04146478866278235,0.053720097781193646,False,1.0162925622889896,40.0,True,False,2,True,False,False,False,True,True,True,False,4,False,False,,Cyient Ltd,IT - ER&D,EQ,SELL,Stage 3 + RS 40; RS below 50 in Stage 3 triggers SELL.
CYIENTDLM,2026-08-25,769.3499755859375,0.7571085185826154,1.4642855397319887,0.7774054862828124,0.7453493577392734,0.900251484183861,446.79143848157906,5.514268694237323,Stage 2 — Advancing,600.8009805118336,778.0,True,265.20001220703125,1.1281770147851453,1.3275110733768485,410910145.74301755,603.4429998779297,False,72.19443107517318,True,-1.111828330856357,True,True,True,True,False,False,False,False,444.5813334147135,439.1850003051758,True,4.430921057478074,1,1.2737212575515044,42.062982005141386,0.8236558177398179,False,778.0,0.0325835601278139,0.0325835601278139,True,1.1243289385269195,97.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Cyient DLM Ltd,Consumer Electronics - EMS,EQ,WAIT,"Stage 2 + RS 97; wait because price is more than 20% above the 30-week line (currently +72%) — the guide treats that as poor entry timing, not a failed trend."
DABUR,2026-08-25,395.04998779296875,-0.10515418137079335,-0.2284294898884015,-0.22205475413260567,-0.22428163644540566,-0.1770148486415999,444.0155188155501,-1.5242086719403747,Stage 4 — Declining,420.8233313466988,566.6192163890048,False,392.1499938964844,1.7051860923066997,0.3795683660311397,849555561.8689789,420.64233459472655,True,-11.02788730294858,False,-30.27945816759019,False,False,False,False,True,True,False,False,445.7697387695313,460.1966242980957,False,1.2394467511146554,2,1.195537879183764,12.886524468332494,0.6601396806563163,False,450.15996836669655,0.016731182737662293,0.02378460666138807,False,13.950128408207663,13.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Dabur India Ltd,FMCG - Personal Care,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DALBHARAT,2026-08-25,1824.0,0.0037010541334079328,-0.11347440811505516,-0.09433857967573023,-0.21926245311825643,-0.0839346665284452,1863.7551202182112,-0.9999838027731967,Stage 4 — Declining,1794.3060278799019,2484.339731207416,False,1600.3099946947705,2.0379226972192606,1.0191504986186253,370822642.99107665,1796.1000610351562,False,-2.1330656472485887,False,-26.58008978854449,False,True,False,False,False,False,False,False,1873.4827034505208,1917.7965093994142,False,2.2333183384180666,1,1.4207167224222876,13.189611657873376,0.9957478789996067,False,1925.0,0.07725016645105992,0.10639715529826459,False,5.537280701754388,29.0,True,False,1,False,False,False,False,True,False,False,False,1,False,False,,Dalmia Bharat Ltd,Cement,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DALMIASUG,2026-08-25,470.25,0.39072848399364823,0.675930143474476,0.5255503148934872,0.2836848999108035,0.4533244652532127,348.7255194302263,3.622850138671496,Stage 2 — Advancing,378.87276563457414,520.0,False,256.4493655542562,0.6941176019539775,4.068059514039447,590479711.0294526,379.6915600585937,False,34.84817536965159,True,-9.567307692307692,True,True,True,True,False,False,False,False,346.03389729817707,333.5531080627441,True,6.692489817554065,1,4.53949597185482,38.28664464932714,1.8210233806272542,False,520.0,0.019916058538163885,0.021609369431986863,False,10.579479000531622,89.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Dalmia Bharat Sugar & Industries Ltd,Sugar,EQ,WAIT,"Stage 2 + RS 89; wait because price is more than 20% above the 30-week line (currently +35%) — the guide treats that as poor entry timing, not a failed trend."
DATAMATICS,2026-08-25,799.2000122070312,0.025469990688291144,0.02890249399038458,-0.05436905978780293,-0.19946320274437768,-0.034797957433042745,773.8496566145387,1.2297801361653482,Stage 2 — Advancing,834.7598039215686,1048.3088482473406,False,632.0,0.33800022469220475,1.1538143413801072,92687492.04209594,835.52,True,3.275876053676363,False,-23.762924109320693,True,False,True,True,False,False,False,False,770.9646655273438,783.3614987182617,False,2.986022563216646,1,1.9399859839607712,15.626362985515389,0.7517157953598776,False,918.0,0.03384777081726002,0.04473564541610621,False,14.864863110411687,38.0,True,False,3,True,False,False,True,False,False,True,False,3,False,False,,Datamatics Global Services Ltd,IT - Software,EQ,WAIT,Stage 2 + RS 38; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
DATAPATTNS,2026-08-25,4542.2998046875,0.11137726181973973,0.4825119816449972,0.545004552322814,0.7800114539098761,0.4060565023034334,3838.8782423881635,3.8847721997933737,Stage 2 — Advancing,4492.580762676164,5000.0,False,2126.3648658097904,1.2348056519882762,1.3387046691928046,4115515230.0,4493.081157226563,False,18.323622628409765,False,-9.154003906249997,True,True,True,True,False,False,False,False,3795.98650390625,3530.714470214844,True,3.878463095152354,1,1.0413792986594255,22.189615223228838,0.8920149550366258,False,5000.0,0.19237577630631925,0.20948688998766382,False,10.076397749883625,87.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Data Patterns (India) Ltd,Aerospace & Defence - Equipments,EQ,HOLD,Stage 2 + RS 87; trend/leadership is adequate without a stronger entry trigger.
DBCORP,2026-08-25,205.42999267578125,0.01676533820645454,-0.07689702198967818,-0.1793180036821106,-0.20352371889050158,-0.08524161362987626,208.35529290561018,-0.9687336547954617,Stage 4 — Declining,203.5865478515625,279.00127530103526,False,180.2044446273266,0.14163413690729035,1.509407476261761,19472701.916769408,203.60902587890624,False,-1.4039961207772955,False,-26.369514815253968,False,True,False,False,False,False,False,False,209.6132344563802,219.1469541168213,False,2.0159814018082494,2,0.5505902410485726,17.477514002502424,0.159872268785332,False,222.63077297469943,0.008700384390484716,0.011857551502904642,False,8.37306182747386,29.0,False,False,1,False,False,False,False,True,False,False,False,1,False,False,,D B Corp Ltd,Newspaper,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DBEIL,2026-08-25,6.570000171661377,-0.1437507764217848,-0.17782504975730895,-0.510541607140472,-0.5017180565950778,-0.29551725326728573,7.814171261983375,-2.547252897307606,Stage 4 — Declining,7.720568675620883,18.559999465942383,False,5.151000022888184,0.4480463038086902,0.21851868970991176,956686.3334047794,7.701360054016114,True,-15.921983900903214,False,-64.60129115996294,False,False,False,False,True,True,False,False,7.858440030415853,8.970080018043518,False,4.283540368681274,2,0.6874635414977192,32.555674149621886,0.44732201949885375,False,9.430000305175781,0.00027825307392781445,0.0007732680567209932,False,43.531203330108696,4.0,False,False,0,False,False,False,False,False,False,False,False,0,False,False,,Deepak Builders & Engineers India Ltd,Construction - Civil/Turnkey,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DBL,2026-08-25,414.8500061035156,-0.047526075696488146,-0.040476465254889016,-0.11432533836625802,-0.12475052875316883,-0.07492089675345844,437.0917248956088,-0.6971922225600613,Stage 4 — Declining,429.86372704599415,585.0,False,381.54998779296875,0.08017202872250072,0.7004405482904241,171293502.92642975,429.79900146484374,True,-5.088570093017708,False,-29.085469042134083,False,False,False,False,False,False,False,False,437.89900044759116,443.7060005187988,False,3.0432680810959742,3,0.36550335026714376,19.62292437722477,0.19432721217808915,False,474.70001220703125,0.01756975439896919,0.024544470995444663,False,14.426902548624177,31.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Dilip Buildcon Ltd,EPC,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DBOL,2026-08-25,128.94000244140625,0.2337275419770739,0.2973848524983358,0.8423339627271396,0.5297817038172528,0.4273911205993752,108.25330999966326,2.8470296014674545,Stage 2 — Advancing,112.17568057191139,139.0,False,68.04458797402032,2.430667667805912,4.063904516845565,48824438.44238968,112.15380249023437,False,19.109524172339242,False,-7.237408315535077,True,True,True,True,False,False,False,False,107.32753239949544,99.35208614349365,True,5.687583425633075,1,1.7226767954314142,30.20863155666873,7.432001818940738,False,139.0,0.0054608753567975355,0.005767460276833826,False,7.802076444945993,88.0,False,True,5,True,True,True,True,True,True,True,True,8,True,False,,Dhampur Bio Organics Ltd,Sugar,EQ,HOLD,Stage 2 + RS 88; trend/leadership is adequate without a stronger entry trigger.
DBREALTY,2026-08-25,107.27999877929688,-0.11294859753891151,-0.04034351998653607,-0.19958218491106916,-0.38563737384541064,-0.17029205476416778,111.77684914575865,0.18595614418279727,Stage 1 — Basing,113.38529414756626,184.8000030517578,False,83.5,1.0404771268633384,0.9912995121075271,80925180.87875251,113.3433999633789,True,-4.0230605897629275,False,-41.9480535672662,False,False,True,True,False,False,False,False,111.48159978230794,114.67254978179932,False,4.215937977662625,2,1.251097201265698,22.20017596233832,2.034382531270318,False,125.98999786376953,0.004543529475093305,0.007879412131137542,False,17.440342372639318,14.0,True,False,2,False,False,False,False,False,False,False,False,0,False,False,1.0,Valor Estate Ltd,Realty - Construction & Contracting,EQ,AVOID,Stage 1 + RS 14; weak RS in a basing stage is AVOID.
DCAL,2026-08-25,172.0500030517578,-0.13901815805808448,-0.019825646623029103,-0.28312498728434243,-0.3849865842653877,-0.19319470685778564,182.13062112742458,-2.0066261670004804,Stage 4 — Declining,183.96019699994255,321.95001220703125,False,128.5,0.4468864363722241,0.6633572553273308,70877036.42215118,184.11640106201173,True,-5.5348288021342835,False,-46.560025926906825,False,False,True,False,True,False,False,False,183.5144004313151,198.78975021362305,False,5.172500078330603,2,2.4626845206153116,18.21515892420538,1.7598373258757354,False,204.5,0.0072866729022224,0.01344655718108189,False,18.86079417184332,11.0,True,False,1,False,False,False,False,False,True,False,False,1,False,False,,Dishman Carbogen Amcis Ltd,Pharma - API & CRAMS,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DCI,2026-08-25,370.1499938964844,0.2796888293741897,0.4245304768829694,0.5232510036892362,0.5344913026420945,0.40833008839253593,287.86144893251617,3.301100934748069,Stage 2 — Advancing,305.49706073835785,475.0,False,208.97999572753906,1.2752820013349409,4.648465682829703,16988121.063198853,306.19300170898435,False,28.586163680173527,True,-22.07368549547697,True,True,True,True,False,False,False,False,285.64220072428384,275.9056505584717,True,4.841667056815367,1,3.6656410636402086,34.169714833213405,1.373710556570817,False,396.54998779296875,0.015676616579145958,0.01880360468046775,False,7.132242153667945,88.0,False,True,5,True,True,True,True,True,True,True,True,8,True,False,,DC Infotech & Communication Ltd,Trading,EQ,WAIT,"Stage 2 + RS 88; wait because price is more than 20% above the 30-week line (currently +29%) — the guide treats that as poor entry timing, not a failed trend."
DCM,2026-08-25,80.69999694824219,-0.08534519009626285,0.0038561706797781703,-0.15612256335856123,-0.19348392047495921,-0.1032881386692536,82.81151736029263,-0.4508612705154791,Stage 4 — Declining,90.97215689864814,105.0,False,55.0,2.336406566224421,0.7546180696272862,547966.0372924805,90.8916000366211,True,-2.5497907529742903,False,-23.142860049293155,False,False,True,False,False,False,False,False,82.96986671447753,85.37134996414184,False,3.651088826333284,3,0.8512635393442248,23.715688668045342,0.7811460088644699,False,102.0,0.0034178115114318727,0.004459343125137487,False,26.394056824337664,25.0,False,False,1,False,False,False,True,False,True,True,False,3,False,False,,DCM Ltd,Castings - Grey Iron,EQ,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
DCMNVL,2026-08-25,180.2899932861328,0.21374714847899523,0.31742773288412174,0.3022029415683698,0.08556112294322626,0.22653721887074166,141.85349305035317,2.4239467257572755,Stage 2 — Advancing,154.63941147748162,181.6300048828125,True,95.5999984741211,1.600574682881286,2.4696058347498875,4122698.9628067017,154.62539978027343,False,27.095913825777984,True,-0.7377699502591928,True,True,True,True,False,False,True,True,141.44859990437826,139.28120010375977,True,4.322006248579724,1,0.6467719741419775,25.673073627288694,4.351024765357466,False,181.6300048828125,0.007635653503735874,0.007635653503735874,True,0.7432534508740041,76.0,False,True,5,True,True,True,True,True,True,True,True,8,True,False,,DCM Nouvelle Ltd,Textiles - Spinning/Cotton/Blended,EQ,WAIT,"Stage 2 + RS 76; wait because price is more than 20% above the 30-week line (currently +27%) — the guide treats that as poor entry timing, not a failed trend."
